0.000000000000000000e+00,9.000000000000000000e+00,1.900000000000000000e+01,2.900000000000000000e+01,1.600000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+02,7.820000000000000000e+02,8.120000000000000000e+02,3.350000000000000000e+02,1.170000000000000000e+02,1.120000000000000000e+02,1.140000000000000000e+02,8.600000000000000000e+01,4.800000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,5.400000000000000000e+01,1.580000000000000000e+02,1.670000000000000000e+02,4.600000000000000000e+01,2.700000000000000000e+01,1.540000000000000000e+02,5.010000000000000000e+02,5.120000000000000000e+02,2.010000000000000000e+02,4.400000000000000000e+01,3.100000000000000000e+01,3.700000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.610000000000000000e+02,4.770000000000000000e+02,4.460000000000000000e+02,1.700000000000000000e+02,1.800000000000000000e+01,5.200000000000000000e+01,1.730000000000000000e+02,1.650000000000000000e+02,4.600000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,9.000000000000000000e+00,5.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,2.700000000000000000e+01,1.600000000000000000e+01,2.100000000000000000e+01
3.400000000000000000e+01,2.850000000000000000e+02,7.800000000000000000e+02,7.960000000000000000e+02,2.800000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+01,2.300000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,2.300000000000000000e+01,3.800000000000000000e+01,8.300000000000000000e+01,1.310000000000000000e+02,1.280000000000000000e+02,8.500000000000000000e+01
4.100000000000000000e+01,2.940000000000000000e+02,7.990000000000000000e+02,7.930000000000000000e+02,3.180000000000000000e+02,2.300000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01,6.700000000000000000e+01,1.810000000000000000e+02,2.950000000000000000e+02,3.790000000000000000e+02,3.880000000000000000e+02,2.920000000000000000e+02
1.100000000000000000e+01,1.400000000000000000e+02,4.590000000000000000e+02,4.480000000000000000e+02,1.470000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,4.200000000000000000e+01,1.280000000000000000e+02,2.940000000000000000e+02,5.140000000000000000e+02,6.620000000000000000e+02,6.680000000000000000e+02,4.830000000000000000e+02
8.000000000000000000e+00,4.200000000000000000e+01,1.550000000000000000e+02,1.480000000000000000e+02,4.700000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,3.400000000000000000e+01,1.200000000000000000e+02,2.860000000000000000e+02,4.960000000000000000e+02,6.630000000000000000e+02,6.300000000000000000e+02,5.160000000000000000e+02
2.000000000000000000e+00,9.000000000000000000e+00,2.700000000000000000e+01,2.800000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.200000000000000000e+01,8.100000000000000000e+01,1.650000000000000000e+02,3.050000000000000000e+02,3.850000000000000000e+02,3.920000000000000000e+02,3.030000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01,5.500000000000000000e+01,9.100000000000000000e+01,1.220000000000000000e+02,1.060000000000000000e+02,8.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,1.200000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01
